,index,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,PavedDrive,SaleCondition,Electrical,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,GarageArea,GarageCars,BsmtHalfBath,BsmtFullBath,MasVnrArea,GarageYrBlt,LotFrontage,SaleType,Exterior1st,Exterior2nd,KitchenQual,Utilities,Functional,MSZoning,MasVnrType,BsmtFinType1,BsmtFinType2,BsmtExposure,BsmtQual,BsmtCond,GarageType,GarageFinish,GarageQual,GarageCond,FireplaceQu
2216,2217,20,14584,1,5,1952,1952,733,0,0,733,1,0,2,1,4,0,0,0,0,0,0,0,0,2,2008,Pave,Reg,Low,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,Fa,Po,Slab,Wall,Po,N,N,Abnorml,FuseA,0.0,0.0,0.0,0.0,487.0,2.0,0.0,0.0,0.0,1952.0,80.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,Unf,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
2217,2218,70,5280,4,7,1895,1950,825,536,0,1361,1,0,2,1,6,0,0,123,0,0,0,0,0,7,2008,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,Gable,CompShg,TA,TA,Stone,GasA,Ex,N,Y,Normal,SBrkr,0.0,0.0,173.0,173.0,185.0,1.0,0.0,0.0,0.0,1895.0,60.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,Unf,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
2218,2219,50,5150,4,7,1910,2000,671,378,0,1049,1,0,2,1,5,0,0,0,0,0,0,0,0,5,2008,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,TA,TA,PConc,GasA,TA,N,N,Normal,FuseA,0.0,0.0,356.0,356.0,195.0,1.0,0.0,0.0,0.0,1910.0,52.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,Unf,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
2219,2220,70,9000,4,6,1920,1950,432,432,0,864,1,1,3,1,5,0,0,30,160,0,0,0,0,6,2008,Grvl,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,Gable,CompShg,TA,TA,Stone,GasA,Ex,Y,N,Normal,SBrkr,0.0,0.0,592.0,592.0,216.0,1.0,0.0,0.0,0.0,1920.0,60.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,Unf,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
2220,2221,120,3843,8,5,2007,2008,1648,0,0,1648,2,0,2,1,5,1,162,53,0,153,0,0,0,8,2008,Pave,IR1,HLS,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,Hip,CompShg,Ex,TA,PConc,GasA,Ex,Y,Y,Partial,SBrkr,1476.0,0.0,120.0,1596.0,525.0,2.0,1.0,1.0,186.0,2007.0,44.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,None,GLQ,Unf,No,Gd,TA,Attchd,Unf,TA,TA,Gd
2221,2222,120,3811,7,5,2004,2005,1646,0,0,1646,2,0,2,1,5,1,128,53,0,0,155,0,0,7,2008,Pave,IR1,HLS,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,1474.0,0.0,120.0,1594.0,482.0,2.0,1.0,1.0,174.0,2004.0,44.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,None,GLQ,Unf,No,Gd,TA,Attchd,Unf,TA,TA,Gd
2222,2223,20,23730,7,5,1996,1997,2032,0,0,2032,3,0,3,1,7,0,0,46,192,0,0,0,0,9,2008,Pave,IR2,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,700.0,0.0,1140.0,1840.0,786.0,3.0,0.0,1.0,668.0,1996.0,107.42924499511719,WD,Wd Sdng,VinylSd,TA,AllPub,Typ,RL,None,GLQ,Unf,No,Gd,TA,Attchd,Fin,TA,TA,Gd
2223,2224,60,11050,7,5,1996,1997,910,910,0,1820,2,1,3,1,8,1,318,32,0,0,0,0,0,9,2008,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,0.0,0.0,910.0,910.0,816.0,3.0,0.0,0.0,0.0,1996.0,82.53050994873047,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,None,Unf,Unf,No,Gd,TA,Attchd,Unf,TA,TA,Gd
2224,2225,90,10260,5,4,1976,1976,936,936,0,1872,2,2,4,2,8,0,0,0,0,0,0,0,0,11,2008,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,2Story,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Abnorml,SBrkr,0.0,0.0,0.0,0.0,484.0,2.0,0.0,0.0,0.0,1976.0,76.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,Unf,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
2225,2226,20,9990,4,5,1991,1991,1689,0,0,1689,2,0,3,1,6,1,428,120,0,0,0,0,0,7,2008,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,Y,Normal,SBrkr,1383.0,0.0,297.0,1680.0,432.0,2.0,0.0,1.0,0.0,1991.0,74.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,None,GLQ,Unf,No,Gd,TA,Attchd,RFn,TA,TA,Gd
2226,2227,120,4084,7,6,1986,1986,1501,0,0,1501,2,0,2,1,6,1,240,0,0,0,0,0,0,7,2008,Pave,IR1,Lvl,Inside,Gtl,Timber,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Gd,TA,CBlock,GasA,Gd,Y,Y,Normal,SBrkr,893.0,0.0,384.0,1277.0,512.0,2.0,0.0,1.0,340.0,1986.0,42.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,GLQ,Unf,No,Gd,TA,Attchd,Unf,TA,TA,Gd
2227,2228,20,11563,8,5,2006,2007,1537,0,0,1537,2,0,3,1,8,0,0,26,0,0,0,0,0,4,2008,Pave,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,1036.0,0.0,482.0,1518.0,788.0,3.0,0.0,1.0,258.0,2007.0,74.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,None,GLQ,Unf,No,Gd,TA,Attchd,RFn,TA,TA,Gd
2228,2229,60,12852,8,5,2007,2007,920,860,0,1780,2,1,3,1,6,1,0,192,0,0,0,0,0,1,2008,Pave,IR1,HLS,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Partial,SBrkr,770.0,0.0,150.0,920.0,612.0,2.0,0.0,1.0,0.0,2007.0,107.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,GLQ,Unf,No,Gd,TA,Attchd,Unf,TA,TA,Gd
2229,2230,80,9802,5,5,2006,2007,712,730,0,1442,2,1,3,1,6,0,100,0,0,0,0,0,0,4,2008,Pave,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,Y,Normal,SBrkr,0.0,0.0,352.0,352.0,400.0,2.0,0.0,0.0,0.0,2007.0,73.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,Unf,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
2230,2231,60,12018,7,5,2008,2008,796,816,0,1612,2,1,3,1,6,0,0,64,0,0,0,0,0,10,2008,Pave,IR1,HLS,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Partial,SBrkr,0.0,0.0,796.0,796.0,666.0,3.0,0.0,0.0,60.0,2008.0,81.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,Unf,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
2231,2232,20,12890,6,5,1989,1989,1495,0,0,1495,2,0,3,1,8,1,252,0,192,0,0,0,0,7,2008,Pave,IR1,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,Y,Normal,SBrkr,0.0,0.0,1495.0,1495.0,438.0,2.0,0.0,0.0,128.0,1989.0,75.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,None,Unf,Unf,No,Gd,TA,Attchd,Unf,TA,TA,Gd
2232,2233,20,18265,6,5,1986,1986,1256,0,0,1256,2,0,3,1,6,1,282,0,0,0,0,0,0,3,2008,Pave,Reg,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,Gd,Gd,CBlock,GasA,Ex,Y,Y,Normal,SBrkr,920.0,60.0,276.0,1256.0,578.0,2.0,0.0,0.0,228.0,1986.0,93.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,GLQ,Unf,No,Gd,TA,Attchd,Unf,TA,TA,Gd
2233,2234,20,11202,8,5,2003,2003,1440,0,0,1440,2,0,3,1,7,1,185,95,0,0,0,0,0,6,2008,Pave,IR1,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,1029.0,0.0,403.0,1432.0,467.0,2.0,0.0,1.0,206.0,2003.0,82.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,GLQ,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
2234,2235,20,7915,6,5,1999,2000,1675,0,0,1675,2,0,3,1,6,0,165,52,0,0,0,0,0,12,2008,Pave,IR1,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,1223.0,0.0,443.0,1666.0,435.0,2.0,0.0,1.0,0.0,1999.0,69.09063720703125,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,None,GLQ,Unf,No,Gd,TA,Attchd,RFn,TA,TA,Gd
2235,2236,20,11449,8,5,2007,2007,1728,0,0,1728,2,0,3,1,7,1,0,276,0,0,0,0,0,1,2008,Pave,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,1011.0,0.0,873.0,1884.0,520.0,2.0,0.0,1.0,0.0,2007.0,79.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,None,GLQ,Unf,No,Gd,TA,Attchd,RFn,TA,TA,Gd
2236,2237,20,11447,8,5,2005,2006,1964,0,0,1964,2,1,3,1,7,1,0,265,0,0,0,0,0,6,2008,Pave,IR1,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,1571.0,0.0,393.0,1964.0,892.0,3.0,0.0,1.0,674.0,2005.0,85.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,BrkFace,GLQ,Unf,No,Gd,TA,Attchd,RFn,TA,TA,Gd
2237,2238,90,8940,7,5,1997,1998,1344,0,0,1344,2,0,2,2,8,0,0,0,0,0,0,0,0,11,2008,Pave,IR1,Lvl,Corner,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,Gable,CompShg,TA,Gd,PConc,GasA,Ex,Y,Y,Alloca,SBrkr,1309.0,0.0,35.0,1344.0,784.0,4.0,0.0,2.0,200.0,1997.0,97.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,GLQ,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
2238,2239,20,9278,5,5,2007,2008,1092,0,0,1092,1,0,2,1,5,0,0,52,0,0,0,0,0,2,2008,Pave,Reg,Lvl,FR2,Gtl,Mitchel,Feedr,Artery,1Fam,1Story,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,Y,Abnorml,SBrkr,0.0,0.0,1092.0,1092.0,0.0,0.0,0.0,0.0,0.0,2004.598876953125,77.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,Unf,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
2239,2240,120,4500,6,5,1997,1997,1189,0,0,1189,2,0,2,1,4,0,0,122,0,0,0,0,0,4,2008,Pave,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,Hip,CompShg,TA,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,864.0,0.0,325.0,1189.0,392.0,2.0,0.0,1.0,197.0,1997.0,32.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,GLQ,Unf,No,Gd,TA,Attchd,Unf,TA,TA,Gd
2240,2241,85,14137,4,5,1964,1964,1200,0,0,1200,1,0,3,1,6,0,0,119,0,0,171,0,0,11,2008,Pave,Reg,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,Y,Normal,SBrkr,865.0,247.0,88.0,1200.0,850.0,3.0,0.0,1.0,98.0,1964.0,150.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,GLQ,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
2241,2242,120,4224,5,6,1975,1975,1040,0,0,1040,1,0,3,1,6,0,0,100,0,0,0,0,0,6,2008,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,Y,Normal,SBrkr,769.0,0.0,271.0,1040.0,499.0,2.0,0.0,0.0,0.0,1975.0,43.91169357299805,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,GLQ,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
2242,2243,160,2665,5,7,1976,1976,925,550,0,1475,2,0,4,1,6,1,92,26,0,0,0,0,0,5,2008,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,TA,TA,PConc,GasA,TA,Y,Y,Normal,SBrkr,318.0,0.0,232.0,550.0,336.0,1.0,0.0,0.0,0.0,1976.0,41.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RM,None,Unf,Unf,No,Gd,TA,Attchd,Unf,TA,TA,Gd
2243,2244,180,1974,4,7,1973,2006,526,462,0,988,1,0,2,1,5,0,120,101,0,0,0,0,0,6,2008,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,Gable,CompShg,TA,Gd,CBlock,GasA,Gd,Y,Y,Normal,SBrkr,501.0,0.0,25.0,526.0,297.0,1.0,0.0,1.0,0.0,1973.0,21.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RM,None,Unf,Unf,No,Gd,TA,Detchd,Unf,TA,TA,Gd
2244,2245,180,1596,4,6,1973,1973,526,462,0,988,1,0,1,1,4,1,0,101,0,120,0,0,0,7,2008,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Normal,SBrkr,437.0,0.0,25.0,462.0,297.0,1.0,0.0,1.0,0.0,1973.0,21.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RM,None,Unf,Unf,No,Gd,TA,Detchd,Unf,TA,TA,Gd
2245,2246,20,17979,5,6,1968,1968,1160,0,0,1160,1,0,3,1,6,0,81,0,0,0,0,0,500,2,2008,Pave,IR1,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,Gd,CBlock,GasA,Ex,Y,Y,Normal,SBrkr,785.0,0.0,328.0,1113.0,257.0,1.0,0.0,1.0,0.0,1968.0,103.89204406738281,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,GLQ,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
2246,2247,160,1477,6,9,1970,2007,546,546,0,1092,2,1,3,1,6,0,187,0,0,0,0,0,0,3,2008,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,Gable,CompShg,TA,Gd,CBlock,GasA,Ex,Y,Y,Normal,SBrkr,358.0,0.0,188.0,546.0,0.0,0.0,0.0,0.0,0.0,1972.5145263671875,21.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RM,None,Unf,Unf,No,Gd,TA,Detchd,Unf,TA,TA,Gd
2247,2248,20,6490,5,7,1983,1983,816,0,0,816,1,0,2,1,4,0,315,0,0,0,0,0,0,4,2008,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,Gd,CBlock,GasA,Ex,Y,Y,Normal,SBrkr,534.0,0.0,282.0,816.0,264.0,1.0,1.0,0.0,0.0,1983.0,59.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,GLQ,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
2248,2249,20,6600,5,6,1982,2005,845,0,0,845,1,0,3,1,6,0,0,0,0,0,0,0,0,7,2008,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,Y,Normal,SBrkr,638.0,0.0,207.0,845.0,264.0,1.0,0.0,0.0,0.0,1982.0,60.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,GLQ,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
2249,2250,20,12395,5,6,1984,1984,889,0,0,889,1,0,3,1,6,0,0,0,0,0,0,0,0,4,2008,Pave,Reg,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Normal,SBrkr,647.0,0.0,217.0,864.0,484.0,2.0,0.0,0.0,0.0,1984.0,74.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,GLQ,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
2250,2251,70,56600,5,1,1900,1950,1150,686,0,1836,2,0,4,1,7,0,0,0,0,0,0,0,0,1,2008,Pave,IR1,Low,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,Hip,CompShg,TA,TA,BrkTil,GasA,Ex,Y,N,Normal,SBrkr,0.0,0.0,686.0,686.0,288.0,1.0,0.0,0.0,0.0,1900.0,97.83415985107422,WD,Wd Sdng,Plywood,Gd,AllPub,Typ,RL,None,GLQ,Unf,Gd,Gd,TA,Attchd,Fin,TA,TA,Gd
2251,2252,20,10667,6,6,1971,1971,1587,0,0,1587,2,0,3,1,7,1,0,44,0,0,0,0,0,3,2007,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Normal,SBrkr,838.0,0.0,749.0,1587.0,525.0,2.0,0.0,0.0,302.0,1971.0,85.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,None,GLQ,Unf,No,Gd,TA,Attchd,RFn,TA,TA,Gd
2252,2253,80,8872,6,5,1997,1997,754,630,0,1384,2,1,3,1,7,1,0,0,0,0,0,0,0,3,2007,Pave,IR1,HLS,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,Y,Normal,SBrkr,0.0,0.0,384.0,384.0,390.0,2.0,0.0,0.0,0.0,1997.0,56.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,Unf,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
2253,2254,80,10147,6,5,1994,1994,924,770,0,1694,2,1,3,1,7,1,256,64,0,0,0,0,0,3,2007,Pave,IR1,Lvl,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,Y,Normal,SBrkr,186.0,0.0,206.0,392.0,398.0,2.0,0.0,0.0,32.0,1994.0,53.9172248840332,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,Unf,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
2254,2255,60,8637,6,5,1999,2000,947,767,0,1714,2,1,3,1,7,1,256,48,0,0,0,0,0,4,2007,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,Y,Abnorml,SBrkr,871.0,0.0,52.0,923.0,451.0,2.0,0.0,1.0,0.0,2000.0,67.24700927734375,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,GLQ,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
2255,2256,60,7875,7,5,1996,1996,691,862,0,1553,2,1,3,1,6,0,0,44,0,0,0,0,0,8,2007,Pave,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,Gd,TA,PConc,GasA,Gd,Y,Y,Normal,SBrkr,414.0,0.0,277.0,691.0,420.0,2.0,0.0,0.0,0.0,1996.0,63.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,Unf,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
2256,2257,60,7500,6,5,1999,2003,957,1342,0,2299,3,1,5,1,7,1,188,30,0,0,0,0,0,8,2007,Pave,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,0.0,0.0,938.0,938.0,482.0,2.0,0.0,0.0,0.0,1999.0,60.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,None,Unf,Unf,No,Gd,TA,Attchd,Unf,TA,TA,Gd
2257,2258,20,9556,7,5,1992,1993,1187,0,0,1187,2,0,3,1,6,0,0,21,0,0,0,0,0,8,2007,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,Y,Normal,SBrkr,0.0,0.0,1168.0,1168.0,420.0,2.0,0.0,0.0,52.0,1992.0,81.50232696533203,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,Unf,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
2258,2259,60,7655,6,5,1993,1994,910,732,0,1642,2,1,3,1,7,1,290,84,0,0,0,0,0,7,2007,Pave,IR1,Lvl,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,Y,Normal,SBrkr,0.0,0.0,903.0,903.0,392.0,2.0,0.0,0.0,0.0,1993.0,55.17499542236328,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,Unf,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
2259,2260,20,18160,6,6,1964,1964,1128,0,0,1128,1,0,3,1,6,1,0,108,246,0,0,0,0,3,2007,Grvl,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,CBlock,GasA,Fa,Y,P,Alloca,SBrkr,550.0,0.0,752.0,1302.0,480.0,2.0,0.0,1.0,138.0,1964.0,160.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,Unf,Unf,No,Gd,TA,Attchd,Unf,TA,TA,Gd
2260,2261,120,4740,8,5,1988,1988,1179,0,0,1179,2,0,2,1,5,0,0,108,0,0,135,0,0,10,2007,Pave,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Gd,TA,CBlock,GasA,Gd,Y,Y,Normal,SBrkr,248.0,0.0,918.0,1166.0,480.0,2.0,0.0,1.0,0.0,1988.0,38.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,Unf,Unf,No,Gd,TA,Attchd,Unf,TA,TA,Gd
2261,2262,120,5118,8,5,1990,1990,1321,0,0,1321,1,0,1,1,4,1,0,64,140,0,0,0,0,8,2007,Pave,IR1,HLS,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Gd,TA,PConc,GasA,Gd,Y,Y,Normal,SBrkr,926.0,0.0,386.0,1312.0,484.0,2.0,0.0,1.0,0.0,1990.0,35.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,GLQ,Unf,No,Gd,TA,Attchd,Unf,TA,TA,Gd
2262,2263,60,12328,8,5,2005,2005,1164,1377,0,2541,3,1,4,1,10,1,120,32,0,0,0,0,0,7,2007,Pave,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,986.0,0.0,163.0,1149.0,729.0,3.0,0.0,1.0,146.0,2005.0,98.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,None,GLQ,Unf,No,Gd,TA,Attchd,RFn,TA,TA,Gd
2263,2264,20,51974,9,5,2006,2007,2338,0,0,2338,2,1,4,1,8,2,0,135,0,0,322,0,0,6,2007,Pave,IR1,Lvl,CulDSac,Gtl,StoneBr,PosN,Norm,1Fam,1Story,Hip,CompShg,Ex,TA,PConc,GasA,Ex,Y,Y,Partial,SBrkr,1101.0,0.0,1559.0,2660.0,1110.0,3.0,0.0,1.0,710.0,2005.0,52.0,WD,Wd Sdng,Plywood,Gd,AllPub,Typ,RL,None,GLQ,Unf,Gd,Gd,TA,Attchd,Fin,TA,TA,Gd
2264,2265,190,41600,5,5,1969,1990,1424,0,0,1424,1,1,3,1,7,0,144,0,0,0,0,0,0,11,2007,Pave,IR1,Lvl,FR2,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,Gable,CompShg,TA,TA,CBlock,GasW,TA,Y,N,Normal,SBrkr,1047.0,0.0,53.0,1100.0,828.0,3.0,0.0,1.0,0.0,1969.0,195.0,WD,Wd Sdng,Wd Sdng,TA,AllPub,Typ,RL,None,GLQ,Unf,Gd,TA,TA,Attchd,Fin,TA,TA,Gd
2265,2266,120,8035,9,5,2006,2006,1612,0,0,1612,2,0,2,1,6,1,0,164,0,0,0,0,0,3,2007,Pave,IR1,HLS,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,797.0,0.0,815.0,1612.0,556.0,2.0,0.0,1.0,165.0,2006.0,61.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,None,GLQ,Unf,No,Gd,TA,Attchd,RFn,TA,TA,Gd
